collection;species_original;genera_harmonised;species_harmonised
Bush-Guido;Aulacoseira granulata;Aulacoseira;Aulacoseira granulata
Bush-Guido;Brachysira brebissoni;Brachysira;Brachysira brebissonii
Bush-Guido;Brachysira neoexilis;Brachysira;Brachysira neoexilis
Bush-Guido;Brachysira serians;Brachysira;Brachysira serians
Bush-Guido;Caloneis cf undulitaformis;Caloneis;Caloneis cf undulitaformis
Bush-Guido;Cavinula pseudoscutiformis;Cavinula;Cavinula pseudoscutiformis
Bush-Guido;Chamaepinnularia soehrensis;Chamaepinnularia;Chamaepinnularia soehrensis
Bush-Guido;Cocconeis placentula var euglypta;Cocconeis;Cocconeis placentula var euglypta
Bush-Guido;Cocconeis placentula var lineata;Cocconeis;Cocconeis placentula var lineata
Bush-Guido;Cocconeis sp.1 ACOPIA;Cocconeis;Cocconeis sp.1 ACOPIA
Bush-Guido;Cyclostephanos invisitatus;Cyclostephanos;Cyclostephanos invisitatus
Bush-Guido;Cyclotella meneghiniana;Cyclotella;Cyclotella meneghiniana
Bush-Guido;Cymbella cystula;Cymbella;Cymbella cistula
Bush-Guido;Cymbella cymbiformis;Cymbella;Cymbella cymbiformis
Bush-Guido;Cymbella excisa;Cymbella;Cymbella excisa
Bush-Guido;Cymbella exilis;Cymbella;Cymbella exilis
Bush-Guido;Cymbella mamieri;Cymbella;Cymbella mamieri
Bush-Guido;Cymbella peraspera;Cymbella;Cymbella peraspera
Bush-Guido;Cymbella naviculiformis;Cymbopleura;Cymbopleura naviculiformis 
Bush-Guido;Diatoma mesodon;Diatoma;Diatoma mesodon
Bush-Guido;Diploneis ovalis;Diploneis;Diploneis ovalis
Bush-Guido;Encyonema neogracile;Encyonema;Encyonema neogracile
Bush-Guido;Encyonema sp.1 MISKI;Encyonema;Encyonema sp.1 MISKI
Bush-Guido;Encyonopsis braunii;Encyonopsis;Encyonopsis braunii
Bush-Guido;Encyonopsis microcephala;Encyonopsis;Encyonopsis microcephala
Bush-Guido;Encyonopsis subminuta;Encyonopsis;Encyonopsis subminuta
Bush-Guido;Epithemia argus;Epithemia;Epithemia argus
Bush-Guido;Eunotia bilunaris;Eunotia;Eunotia bilunaris
Bush-Guido;Eunotia boreoalpina;Eunotia;Eunotia boreoalpina
Bush-Guido;Eunotia cf arcus;Eunotia;Eunotia cf arcus
Bush-Guido;Eunotia cf varioundulata;Eunotia;Eunotia cf varioundulata
Bush-Guido;Eunotia exigua;Eunotia;Eunotia exigua
Bush-Guido;Eunotia gracillima;Eunotia;Eunotia gracillima
Bush-Guido;Eunotia hemyciclus;Eunotia;Eunotia hemicyclus
Bush-Guido;Eunotia implicata;Eunotia;Eunotia implicata
Bush-Guido;Eunotia incisa;Eunotia;Eunotia incisa
Bush-Guido;Eunotia intermedia;Eunotia;Eunotia intermedia
Bush-Guido;Eunotia microcephala;Eunotia;Eunotia microcephala
Bush-Guido;Eunotia minor;Eunotia;Eunotia minor
Bush-Guido;Eunotia muscicula var tridentula;Eunotia;Eunotia muscicola var tridentula
Bush-Guido;Eunotia naegelli;Eunotia;Eunotia naegelii
Bush-Guido;Eunotia pectinalis;Eunotia;Eunotia pectinalis
Bush-Guido;Eunotia pectinalis var minor;Eunotia;Eunotia pectinalis var minor
Bush-Guido;Eunotia schwabei;Eunotia;Eunotia schwabei
Bush-Guido;Eunotia serra;Eunotia;Eunotia serra
Bush-Guido;Eunotia sp.1 HUAMANMARCA;Eunotia;Eunotia sp.1 HUAMANMARCA
Bush-Guido;Eunotia sp.1 MISKI;Eunotia;Eunotia sp.1 MISKI
Bush-Guido;Eunotia subarcuatoides;Eunotia;Eunotia subacuartoides
Bush-Guido;Eunotia valida;Eunotia;Eunotia valida
Bush-Guido;Eunotia veneris;Eunotia;Eunotia veneris
Bush-Guido;Fragilaria crotonensis;Fragilaria;Fragilaria crotonensis
Bush-Guido;FragilarIa sp.1 HUAMANMARCA;Fragilaria;FragilarIa sp.1 HUAMANMARCA
Bush-Guido;Fragilaria sp.1 MISKI;Fragilaria;Fragilaria sp.1 MISKI
Bush-Guido;Fragilaria sp.2 HUAMANMARCA;Fragilaria;Fragilaria sp.2 HUAMANMARCA
Bush-Guido;Fragilaria tenera;Fragilaria;Fragilaria tenera
Bush-Guido;Fragilaria vaucheriae;Fragilaria;Fragilaria vaucheriae
Bush-Guido;Frustulia crassinervia;Frustulia;Frustulia crassinervia
Bush-Guido;Frustulia frenguelli;Frustulia;Frustulia frenguelli
Bush-Guido;Gomphonema auritum;Gomphonema;Gomphonema auritum
Bush-Guido;Gomphonema cf minusculum;Gomphonema;Gomphonema cf minusculum
Bush-Guido;Gomphonema parvulum;Gomphonema;Gomphonema parvulum
Bush-Guido;Gomphonema sp.1 HUAMANMARCA;Gomphonema;Gomphonema sp.1 HUAMANMARCA
Bush-Guido;Gomphonema sp.2 HUAMANMARCA;Gomphonema;Gomphonema sp.2 HUAMANMARCA
Bush-Guido;Gomphonema sp.1 ESTRELLANI;Gomphonema;Gomphonema variostriatum
Bush-Guido;Hantzschia amphyoxys;Hantzschia;Hantzschia amphioxys
Bush-Guido;Navicula subtilissima;Kobayasiella;Kobayasiella subtilissima
Bush-Guido;Luticola mutica;Luticola;Luticola mutica
Bush-Guido;Navicula cf mediocris;Navicula;Navicula cf mediocris
Bush-Guido;Navicula cryptotenella;Navicula;Navicula cryptotenella
Bush-Guido;Naviculadicta sp.1 HUAMANMARCA;Naviculadicta;Naviculadicta sp.1 HUAMANMARCA
Bush-Guido;Neidium sp.1 MISKI;Neidium;Neidium sp.1 MISKI
Bush-Guido;Nitzschia acidoclinata;Nitzschia;Nitzschia acidoclinata
Bush-Guido;Nitzschia cf suchlandtii;Nitzschia;Nitzschia cf suchlandtii
Bush-Guido;Nitzschia gracilis;Nitzschia;Nitzschia gracilis
Bush-Guido;Nitzschia palea;Nitzschia;Nitzschia palea
Bush-Guido;Nitzschia recta;Nitzschia;Nitzschia recta
Bush-Guido;Nitzschia semirobusta;Nitzschia;Nitzschia semirobusta
Bush-Guido;Nitzschia tropica;Nitzschia;Nitzschia tropica
Bush-Guido;Nupela cf praecipua;Nupela;Nupela cf praecipua
Bush-Guido;Parlibellus sp.1 HUAMANMARCA;Parlibellus;Parlibellus sp.1 HUAMANMARCA
Bush-Guido;Pinnularia ampulliformis;Pinnularia;Pinnularia ampulliformis
Bush-Guido;Pinnularia borealis;Pinnularia;Pinnularia borealis
Bush-Guido;Pinnularia microstauron;Pinnularia;Pinnularia microstauron
Bush-Guido;Pinnularia obscura;Pinnularia;Pinnularia obscura
Bush-Guido;Pinnularia subcapitata;Pinnularia;Pinnularia subcapitata
Bush-Guido;Pinnularia subcapitata var elongata;Pinnularia;Pinnularia subcapitata var elongata
Bush-Guido;Pinnularia subgibba;Pinnularia;Pinnularia subgibba
Bush-Guido;Psammothidium grischunum;Psammothidium;Psammothidium grischunum
Bush-Guido;Psammothidium subatomoides;Psammothidium;Psammothidium subatomoides
Bush-Guido;Pseudostaurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
Bush-Guido;Reimeria sinuata;Reimeria;Reimeria sinuata
Bush-Guido;Rhoicosphenia abbreviata;Rhoicosphenia;Rhoicosphenia abbreviata
Bush-Guido;Rhopalodia gibba;Rhopalodia;Rhopalodia gibba
Bush-Guido;Sellaphora pupula;Sellaphora;Sellaphora pupula
Bush-Guido;Sellaphora rectangularis;Sellaphora;Sellaphora rectangularis
Bush-Guido;Navicula vitabunda;Sellaphora;Sellaphora vitabunda
Bush-Guido;Stauroneis anceps;Stauroneis;Stauroneis anceps
Bush-Guido;Stauroneis phoenicenteron;Stauroneis;Stauroneis phoenicenteron
Bush-Guido;Stauroneis sp.1 HUAMANMARCA;Stauroneis;Stauroneis sp.1 HUAMANMARCA
Bush-Guido;Stauroneis sp.2 HUAMANMARCA;Stauroneis;Stauroneis sp.2 HUAMANMARCA
Bush-Guido;Staurosira construens;Staurosira;Staurosira construens
Bush-Guido;Staurosirella sp.1 PACUCHA;Staurosirella;Staurosirella sp.1 PACUCHA
Bush-Guido;Staurosirella subcapitata;Staurosirella;Staurosirella subcapitata
Bush-Guido;Stenopterobia delicatissima;Stenopterobia;Stenopterobia delicatissima 
Bush-Guido;Stenopterobia krammeri;Stenopterobia;Stenopterobia krammeri
Bush-Guido;Surirella ovulum;Surirella;Surirella ovulum
Bush-Guido;Fragilaria acus;Synedra;Synedra acus
Bush-Guido;Fragilaria cf rumpens;Synedra;Synedra rumpens
Bush-Guido;Tabellaria floculosa;Tabellaria;Tabellaria flocculosa
Bush-Guido;Ulnaria sp.1 ACOPIA;Ulnaria;Ulnaria sp.1 ACOPIA
Bush-Guido;Ulnaria sp.1 PACUCHA;Ulnaria;Ulnaria sp.1 PACUCHA
Bush-Guido;Ulnaria ulna;Ulnaria;Ulnaria ulna
Challacaba;Amphora veneta;Amphora;Amphora veneta
Challacaba;Cocconeis placentula var euglypta;Cocconeis;Cocconeis placentula var euglypta
Challacaba;Cocconeis placentula var lineata;Cocconeis;Cocconeis placentula var lineata
Challacaba;Cocconeis placentula var placentula;Cocconeis;Cocconeis placentula var placentula
Challacaba;Craticula cuspidata;Craticula;Craticula cuspidata
Challacaba;Ephitemia sorex;Epithemia;Epithemia sorex
Challacaba;Gomphonema cf subclavatum;Gomphonema;Gomphonema cf subclavatum
Challacaba;Gomphonema lagenula;Gomphonema;Gomphonema lagenula
Challacaba;Gomphonema pumilum var rigidum f biseriatum;Gomphonema;Gomphonema var rigidum fo biseriatum
Challacaba;Gyrosigma accuminatum;Gyrosigma;Gyrosigma acuminatum
Challacaba;Lemnicola hungarica;Lemnicola;Lemnicola hungarica
Challacaba;Luticola sp.1 CHALLACABA;Luticola;Luticola sp.1 CHALLACABA
Challacaba;Navicula notha;Navicula;Navicula notha
Challacaba;Rhoicosphenia abbreviata;Rhoicosphenia;Rhoicosphenia abbreviata
Challacaba;Stauroneis gracilior;Stauroneis;Stauroneis gracilior
Challacaba;Tabularia tabulata;Tabellaria;Tabellaria tabulata
Chile-Carrevedo;Karayevia clevei;Achnanthes;Achnanthes clevei
Chile-Carrevedo;Achnanthes exigua;Achnanthidium;Achnanthidium exiguum
Chile-Carrevedo;Achnanthes minutissima;Achnanthidium;Achnanthidium minutissimum
Chile-Carrevedo;Achnanthidium minutissimum;Achnanthidium;Achnanthidium minutissimum
Chile-Carrevedo;Actinocyclus normanii forma subsalus;Actinocyclus;Actinocyclusˇnormanii f. subsalsa
Chile-Carrevedo;Amphora copulata;Amphora;Amphora copulata
Chile-Carrevedo;Amphora spp.;Amphora;Amphora spp
Chile-Carrevedo;Amphora veneta;Amphora;Amphora veneta
Chile-Carrevedo;Anomeoneis costata;Anomoeoneis;Anomoeoneis sphaephora f costata
Chile-Carrevedo;Anomeoneis sphaerophora;Anomoeoneis;Anomoeoneis sphaerophora
Chile-Carrevedo;Asterionella formosa;Asterionella;Asterionella formosa
Chile-Carrevedo;Aulacoseira ambigua;Aulacoseira;Aulacoseira ambigua
Chile-Carrevedo;Aulacoseira crenulata;Aulacoseira;Aulacoseira crenulata var crenulata
Chile-Carrevedo;Aulacoseira granulata;Aulacoseira;Aulacoseira granulata
Chile-Carrevedo;Bacillaria paxilifer;Bacillaria;Bacillariaˇpaxillifera
Chile-Carrevedo;Brachysira zellensis;Brachysira;Brachysira zellensis
Chile-Carrevedo;Caloneis bacillum;Caloneis;Caloneis bacillum
Chile-Carrevedo;Cocconeis placentula;Cocconeis;Cocconeis placentula var placentula
Chile-Carrevedo;Coconeis scutellum;Cocconeis;Cocconeis scuttelum
Chile-Carrevedo;Craticula cuspidata;Craticula;Craticula cuspidata
Chile-Carrevedo;Ctenophora pulchella var. fasciculata;Ctenophora;Ctenophora pulchella
Chile-Carrevedo;Cyclostephanos invisitatus;Cyclostephanos;Cyclostephanos invisitatus
Chile-Carrevedo;Cyclostephanos sp;Cyclostephanos;Cyclostephanos sp.1 ENCA•ADO
Chile-Carrevedo;Cyclotella meneghiniana ;Cyclotella;Cyclotella meneghiniana
Chile-Carrevedo;Cyclotella ocellata;Cyclotella;Cyclotella ocellata
Chile-Carrevedo;Cyclotella sp.;Cyclotella;Cyclotella spp
Chile-Carrevedo;Cymatopleura solea;Cymatopleura;Cymatopleura solea
Chile-Carrevedo;Cymbella affinis;Cymbella;Cymbella affinis var affinis
Chile-Carrevedo;Cymbella cistula ;Cymbella;Cymbella cistula
Chile-Carrevedo;Cymbella peraspera;Cymbella;Cymbella peraspera
Chile-Carrevedo;Cymbella ehrenbergii;Cymbopleura;Cymbopleura inaequalis
Chile-Carrevedo;Diatoma mesodon;Diatoma;Diatoma mesodon
Chile-Carrevedo;Diatoma vulgaris;Diatoma;Diatoma vulgaris
Chile-Carrevedo;Diploneis chilensis;Diploneis;Diploneis chilensis
Chile-Carrevedo;Diploneis finnica;Diploneis;Diploneis elliptica var elliptica
Chile-Carrevedo;Diploneis ovalis;Diploneis;Diploneis ovalis
Chile-Carrevedo;Discostella stelligera;Discostella;Discostella stelligera
Chile-Carrevedo;Encyonema gracile;Encyonema;Encyonema gracile
Chile-Carrevedo;Encyonema minutum;Encyonema;Encyonema minutum
Chile-Carrevedo;Encyonema silesiacum ;Encyonema;Encyonema silesiacum
Chile-Carrevedo;Encyonema sp ;Encyonema;Encyonema spp
Chile-Carrevedo;Navicula minima;Eolimna;Eolimna minima
Chile-Carrevedo;Epithemia adnata;Epithemia;Epithemia adnata
Chile-Carrevedo;Epithemia argus;Epithemia;Epithemia argus
Chile-Carrevedo;Cystopleura sorex;Epithemia;Epithemia sorex
Chile-Carrevedo;Epithemia sp.;Epithemia;Epithemia spp
Chile-Carrevedo;Epithemia turgida;Epithemia;Epithemia turgida
Chile-Carrevedo;Eunotia arcus;Eunotia ;Eunotia arcus
Chile-Carrevedo;Eunotia bilunaris;Eunotia;Eunotia bilunaris
Chile-Carrevedo;Eunotia diodon ;Eunotia;Eunotia diodon
Chile-Carrevedo;Eunotia flexuosa;Eunotia;Eunotia flexuosa
Chile-Carrevedo;Eunotia incisa;Eunotia;Eunotia incisa
Chile-Carrevedo;Eunotia incisa;Eunotia;Eunotia incisa
Chile-Carrevedo;Eunotia minor;Eunotia;Eunotia minor
Chile-Carrevedo;Eunotia paludosa;Eunotia;Eunotia paludosa
Chile-Carrevedo;Eunotia sp.;Eunotia;Eunotia spp
Chile-Carrevedo;Eunotia  veneris;Eunotia;Eunotia veneris
Chile-Carrevedo;Fragilaria capensis;Fragilaria;Fragilaria capensis
Chile-Carrevedo;Fragilaria capucina;Fragilaria;Fragilaria capucina
Chile-Carrevedo;Fragilaria capucina var. amphicephala;Fragilaria;Fragilaria capucina var amphicephala
Chile-Carrevedo;Fragilaria crotonensis;Fragilaria;Fragilaria crotonensis
Chile-Carrevedo;Fragilaria sp;Fragilaria;Fragilaria spp
Chile-Carrevedo;Navicula decussis ;Geissleria;Geissleria decussis
Chile-Carrevedo;Gomphonema acuminatum;Gomphonema;Gomphonema acuminatum
Chile-Carrevedo;Gomphonema angustatum;Gomphonema;Gomphonema angustatum
Chile-Carrevedo;Gomphonema angustum;Gomphonema;Gomphonema angustum
Chile-Carrevedo;Gomphonema exiguum;Gomphonema;Gomphonema exigua
Chile-Carrevedo;Gomphonema gracile;Gomphonema;Gomphonema gracile
Chile-Carrevedo;Gomphonema helveticum;Gomphonema;Gomphonema helveticum
Chile-Carrevedo;Gomphonema micropus;Gomphonema;Gomphonema micropus
Chile-Carrevedo;Gomphonema minutum;Gomphonema;Gomphonema minutum
Chile-Carrevedo;Gomphonema olivaceum;Gomphonema;Gomphonema olivaceum
Chile-Carrevedo;Gomphonema parvulum;Gomphonema;Gomphonema parvulum
Chile-Carrevedo;Gomphonema sp1;Gomphonema;Gomphonema sp.1 CIENAGAS
Chile-Carrevedo;Gomphonema sp2;Gomphonema;Gomphonema sp.2 CIENAGAS
Chile-Carrevedo;Gomphonema mexicanum;Gomphonema;Gomphonema subclavatum var mexicanum
Chile-Carrevedo;Gomphonema truncatum;Gomphonema;Gomphonema truncatum
Chile-Carrevedo;Halamphora kevei;Halamphora;Halamphora kevei
Chile-Carrevedo;Hantszchia amphioxis;Hantzschia;Hantzschia amphioxys
Chile-Carrevedo;Achnanthes laterorostrata;Karayevia;Karayeviaˇlaterostrata
Chile-Carrevedo;Melosira lineata;Melosira;Melosira lineata
Chile-Carrevedo;Melosira varians;Melosira;Melosira varians
Chile-Carrevedo;Muelleria splendidula;Muelleria;Muelleria splendidula
Chile-Carrevedo;Navicula cryptocephala;Navicula;Navicula cryptocephala
Chile-Carrevedo;Navicula cryptocephala;Navicula;Navicula cryptocephala
Chile-Carrevedo;Navicula margalithi;Navicula;Navicula margalithii
Chile-Carrevedo;Navicula peregrina;Navicula;Navicula peregrina
Chile-Carrevedo;Navicula radiosa;Navicula ;Navicula radiosa
Chile-Carrevedo;Navicula sp 2;Navicula;Navicula sp.1 CANCHUCA
Chile-Carrevedo;Navicula sp;Navicula ;Navicula sp.1 CIENAGAS
Chile-Carrevedo;Navicula tenelloides;Navicula;Navicula tenelloides
Chile-Carrevedo;Navicula tripunctata ;Navicula;Navicula tripunctata
Chile-Carrevedo;Navicula trivialis ;Navicula;Navicula trivialis
Chile-Carrevedo;Navicula walkeri;Navicula;Navicula walkeri
Chile-Carrevedo;Neidium sp;Neidium ;Neidium spp
Chile-Carrevedo;Nitzschia aqueorea;Nitzschia;Nitzschia aequorea
Chile-Carrevedo;Nitzschia alpina;Nitzschia;Nitzschia alpina
Chile-Carrevedo;Nitzschia amphibia;Nitzschia;Nitzschia amphibia 
Chile-Carrevedo;Nitzschia bacillum;Nitzschia;Nitzschia bacillum
Chile-Carrevedo;Nitszchia brevissima;Nitzschia;Nitzschia brevissima
Chile-Carrevedo;Nitzschia brevissima;Nitzschia;Nitzschia brevissima
Chile-Carrevedo;Nitzschia fonticola;Nitzschia;Nitzschia fonticola
Chile-Carrevedo;Nitzschia inconspicua;Nitzschia;Nitzschia inconspicua
Chile-Carrevedo;Nitzschia linearis;Nitzschia;Nitzschia linearis
Chile-Carrevedo;Nitzschia palea;Nitzschia;Nitzschia palea
Chile-Carrevedo;Nitzschia sublinearis;Nitzschia;Nitzschia sublinearis
Chile-Carrevedo;Nitzschia terrestris;Nitzschia;Nitzschia terrestris
Chile-Carrevedo;Nitzschia umbonata;Nitzschia;Nitzschia umbonata
Chile-Carrevedo;Nitzschia valdestriata;Nitzschia;Nitzschia valdestriata
Chile-Carrevedo;Pinnularia divergentissima;Pinnularia;Pinnularia divergentissima
Chile-Carrevedo;Pinnularia gibba;Pinnularia;Pinnularia gibba
Chile-Carrevedo;Pinnularia latevittata;Pinnularia;Pinnularia latevittata
Chile-Carrevedo;Pinnularia major;Pinnularia;Pinnularia maior
Chile-Carrevedo;Pinnularia microstauron;Pinnularia;Pinnularia microstauron
Chile-Carrevedo;Pinnularia sp 1;Pinnularia;Pinnularia sp.1 CIENAGAS
Chile-Carrevedo;Pinnularia sp 2;Pinnularia;Pinnularia sp.1 CIENAGAS
Chile-Carrevedo;Pinnularia stomophora;Pinnularia;Pinnularia stomatophora 
Chile-Carrevedo;Navicula clementioides;Placoneis;Placoneis clementioides
Chile-Carrevedo;Navicula clementis;Placoneis;Placoneis clementis
Chile-Carrevedo;Planothidium lanceolatum;Planothidium;Planothidium lanceolatum
Chile-Carrevedo;Staurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
Chile-Carrevedo;Fragilaria pseudoconstruens;Pseudostaurosira;Pseudostaurosira pseudoconstruens
Chile-Carrevedo;Rhopalodia gibba;Rhopalodia;Rhopalodia gibba
Chile-Carrevedo;Navicula laevissima;Sellaphora;Sellaphora laevissima
Chile-Carrevedo;Sellaphora laevissima ;Sellaphora;Sellaphora laevissima
Chile-Carrevedo;Navicula pupula var. pupula;Sellaphora;Sellaphora pupula
Chile-Carrevedo;Sellaphora sp;Sellaphora;Sellaphora sp.1 CIENAGAS
Chile-Carrevedo;Stauroneis gracile;Stauroneis;Stauroneis gracilis
Chile-Carrevedo;Stauroneis phoenicenteron;Stauroneis;Stauroneis phoenicenteron
Chile-Carrevedo;Staurosira construens;Staurosira;Staurosira construens
Chile-Carrevedo;Staurosira construens f. venter;Staurosira;Staurosira construens var venter
Chile-Carrevedo;Staurosirella dubia;Staurosirella;Staurosirella dubia
Chile-Carrevedo;Staurosirella pinnata;Staurosirella;Staurosirella pinnata 
Chile-Carrevedo;Surirella biseriata;Surirella;Surirella biseriata
Chile-Carrevedo;Surirella ovalis;Surirella;Surirella ovalis
Chile-Carrevedo;Fragilaria famelica;Synedra;Synedra famelica
Chile-Carrevedo;Tabellaria flocculosa;Tabellaria;Tabellaria flocculosa
Chile-Carrevedo;Tryblionella acuminata;Tryblionella;Tryblionella acuminata
Chile-Carrevedo;Nitzschia hungarica;Tryblionella;Tryblionella hungarica 
Chile-Carrevedo;Ulnaria delicatissima;Ulnaria;Ulnaria delicatissima
Chile-Carrevedo;Ulnaria ulna;Ulnaria;Ulnaria ulna
Colombia-Andes-Central;Achanthes aff. minutissima;Achnanthidium;Achnanthidium aff minutissimum
Colombia-Andes-Central;Achnanthes minutissima;Achnanthidium;Achnanthidium minutissimum
Colombia-Andes-Central;Anomoeoneis brachysira;Anomoeoneis;Anomoeneis brachysira
Colombia-Andes-Central;Anomoeoneis vitrea;Brachysira;Brachysira vitrea
Colombia-Andes-Central;Cyclotella spp.;Cyclotella;Cyclotella spp
Colombia-Andes-Central;Cymbella cf. spicula;Cymbella;Cymbella cf spicula
Colombia-Andes-Central;Cymbella gracilis;Encyonema;Encyonema gracile
Colombia-Andes-Central;Cymbella minuta;Encyonema;Encyonema minutum
Colombia-Andes-Central;Cymbella microcephala;Encyonopsis;Encyonopsis microcephala
Colombia-Andes-Central;Eunotia aff. minor;Eunotia;Eunotia aff minor
Colombia-Andes-Central;Eunotia aff. paludosa;Eunotia;Eunotia aff. paludosa
Colombia-Andes-Central;Eunotia camelus;Eunotia;Eunotia camelus
Colombia-Andes-Central;Eunotia flexuosa;Eunotia;Eunotia flexuosa
Colombia-Andes-Central;Eunotia intermedia;Eunotia;Eunotia intermedia
Colombia-Andes-Central;Eunotia naeglii;Eunotia;Eunotia naegelii
Colombia-Andes-Central;Eunotia paludosa;Eunotia;Eunotia paludosa
Colombia-Andes-Central;Eunotia polydenula;Eunotia;Eunotia polydentula
Colombia-Andes-Central;Eunotia spp;Eunotia;Eunotia spp
Colombia-Andes-Central;Eunotia subacuartoides;Eunotia;Eunotia subacuartoides
Colombia-Andes-Central;Fragilaria spp;Fragilaria;Fragilaria spp
Colombia-Andes-Central;Fragilaria virescens;Fragilariforma;Fragilariforma virescens
Colombia-Andes-Central;Frustulia aff. megaliesmontana;Frustulia;Frustulia aff. megaliesmontana
Colombia-Andes-Central;Frustulia megaliesmontana;Frustulia;Frustulia megaliesmontana
Colombia-Andes-Central;Frustulia rhomboides;Frustulia;Frustulia rhomboides
Colombia-Andes-Central;Frustulia rhomboides v. capitata;Frustulia;Frustulia rhomboides var capitata
Colombia-Andes-Central;Navicula subtilissima;Kobayasiella;Kobayasiella subtilissima
Colombia-Andes-Central;Navicula aff. cryptocephala;Navicula;Navicula aff. cryptocephala
Colombia-Andes-Central;Navicula aff. gallica;Navicula;Navicula aff. gallica
Colombia-Andes-Central;Navicula aff. subtilissima;Navicula;Navicula aff. subtilissima
Colombia-Andes-Central;Navicula radiosa;Navicula ;Navicula radiosa
Colombia-Andes-Central;Navicula f. paralella;Navicula;Navicula spp
Colombia-Andes-Central;Neidium cf. hercynecus;Neidium;Neidium cf hercynicum
Colombia-Andes-Central;Neidium hercynicum;Neidium;Neidium hercynicum
Colombia-Andes-Central;Nitzschia aff. dissipata;Nitzschia;Nitzschia aff dissipata
Colombia-Andes-Central;Nitzschia spp.;Nitzschia;Nitzschia spp
Colombia-Andes-Central;Pinnularia aff. termitina;Pinnularia;Pinnularia aff termitina
Colombia-Andes-Central;Pinnularia aff. maior;Pinnularia;Pinnularia cf. maior
