id;CollectionName;Country;Collector-Analyst;Year;SiteName;SampleType;Habitat;Substrate;code_original;code;region;Lat DD S;Long DD W;EnvironmentalData (1=yes/2=no);Mud;Slides;Count;Observations
389;Cusco;Peru;Tapia;2011;Cusco-IA1;surface sediment;Lake;epipelon;;Cusco_Cusc-IA1;Cusco;-13,948;-70,901;1;0;0;1;deep samples
390;Cusco;Peru;Tapia;2011;Cusco-PLS-12;surface sediment;Lake;epipelon;;Cusco_C-PLS-12;Cusco;-14,125;-71,463;1;0;0;1;deep samples
391;Cusco;Peru;Tapia;2011;Cusco-PLS-3;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-3;Cusco;-14,585;-71,722;1;0;0;1;deep samples
392;Cusco;Peru;Tapia;2011;Cusco-PLS-4;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-4;Cusco;-14,59;-71,706;1;0;0;1;deep samples
393;Cusco;Peru;Tapia;2011;Cusco-PLS-9;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-9;Cusco;-14,727;-70,499;1;0;0;1;deep samples
394;Cusco;Peru;Tapia;2011;Cusco-PLS-10;surface sediment;Lake;epipelon;;Cusco_C-PLS-10;Cusco;-15,086;-70,936;1;0;0;1;deep samples
395;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Apicocha;surface sediment + modern;Lake;several;;Ecdr-An_Apicocha;Ecuador-Andean;-2,781;-79,22;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
396;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Illincocha;surface sediment + modern;Lake;several;;Ecdr-An_Illincocha;Ecuador-Andean;-2,794;-79,218;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
397;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Toreadora;surface sediment + modern;Lake;several;;Ecdr-An_Toread;Ecuador-Andean;-2,781;-79,224;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
398;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Huarmicocha;surface sediment + modern;Lake;several;;Ecdr-An_Huarmcch;Ecuador-Andean;0,129;-78,254;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
399;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Caricocha;surface sediment + modern;Lake;several;;Ecdr-An_Caricoha;Ecuador-Andean;0,138;-78,266;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
400;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Limpiopungo;surface sediment + modern;Lake;several;;Ecdr-An_Limpipng;Ecuador-Andean;-0,641;-78,498;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
401;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Quilotoa;surface sediment + modern;Lake;several;;Ecdr-An_Quilotoa;Ecuador-Andean;-0,856;-78,902;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
402;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;San Marcos;surface sediment + modern;Lake;several;;Ecdr-An_SanMarcs;Ecuador-Andean;0,117;-77,965;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
403;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Papallacta;surface sediment + modern;Lake;several;;Ecdr-An_Papallct;Ecuador-Andean;-0,379;-78,16;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
404;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Pucacocha;surface sediment + modern;Lake;several;;Ecdr-An_Pucacoch;Ecuador-Andean;-1,483;-78,25;1;0;0;0;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
405;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Yanacocha;surface sediment + modern;Lake;several;;Ecdr-An_Yanacoch;Ecuador-Andean;0,124;-78,251;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
406;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Cochabamba;surface sediment + modern;Lake;several;;Ecdr-An_Cochabmb;Ecuador-Andean;-1,501;-78,704;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
407;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Anteojos;surface sediment + modern;Lake;several;;Ecdr-An_Anteojos;Ecuador-Andean;-1,096;-78,341;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
408;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Culebrillas;surface sediment + modern;Lake;several;;Ecdr-An_Culbrlls;Ecuador-Andean;-2,423;-78,86;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
409;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;La Ciénaga;surface sediment + modern;Lake;several;;Ecdr-An_LaCiénag;Ecuador-Andean;-0,774;-78,619;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
410;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Llaviucu;surface sediment + modern;Lake;several;;Ecdr-An_Llaviacu;Ecuador-Andean;-2,843;-79,146;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
411;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Pisayambo;surface sediment + modern;Lake;several;;Ecdr-An_Pisayamb;Ecuador-Andean;-1,085;-78,387;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
412;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Cañar pond;surface sediment + modern;Lake;several;;Ecdr-An_Cañarpnd;Ecuador-Andean;-4,615;-79,417;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
413;Ecuador-Andean;Ecuador;Steinitz-Kannan;1980;Tambo;surface sediment + modern;Lake;several;;Ecdr-An_Tambo;Ecuador-Andean;-1,111;-78,37;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
414;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Yahuarcocha;surface sediment + modern;Lake;several;;Ecdr-In_L.Ygrcch;Ecuador-Interandean;0,371;-78,102;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
415;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Cuicocha;surface sediment + modern;Lake;several;;Ecdr-In_Cuicocha;Ecuador-Interandean;0,3;-78,367;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
416;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Guangopolo;surface sediment + modern;Lake;several;;Ecdr-In_Guangopl;Ecuador-Interandean;0,248;-78,479;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
417;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Cunrro;surface sediment + modern;Lake;several;;Ecdr-In_Conru;Ecuador-Interandean;0,235;-78,09;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
418;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;San Pablo;surface sediment + modern;Lake;several;;Ecdr-In_L.SanPbl;Ecuador-Interandean;0,217;-78,233;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
419;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Zuleta;surface sediment + modern;Lake;several;;Ecdr-In_Zuleta;Ecuador-Interandean;0,215;-78,087;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
420;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Yambo;surface sediment + modern;Lake;several;;Ecdr-In_Yambo;Ecuador-Interandean;-1,1;-78,589;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
421;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;La Moya;surface sediment + modern;Lake;several;;Ecdr-In_La Moya;Ecuador-Interandean;-1,333;-78,517;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
422;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Rumtum;surface sediment + modern;Lake;several;;Ecdr-In_Rumtum;Ecuador-Interandean;-1,45;-78,733;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
423;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;San Antonio;surface sediment + modern;Lake;several;;Ecdr-In_SanAnton;Ecuador-Interandean;-1,619;-78,634;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
424;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Colta;surface sediment + modern;Lake;several;;Ecdr-In_Colta;Ecuador-Interandean;-1,742;-78,756;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
425;Ecuador-Interandean;Ecuador;Steinitz-Kannan;1980;Uzhupud;surface sediment + modern;Lake;several;;Ecdr-In_Uzhupud;Ecuador-Interandean;-2,833;-78,802;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
426;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;San Geronimo;surface sediment + modern;Lake;several;;Ecdr-Cs_SanGernm;Ecuador-Coastal;-2,25;-80,067;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
427;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Tinalandia;surface sediment + modern;Lake;several;;Ecdr-Cs_Tinaland;Ecuador-Coastal;-0,333;-79,083;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
428;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Lemna;surface sediment + modern;Lake;several;;Ecdr-Cs_Lemna;Ecuador-Coastal;;;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
429;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Duckweed pond;surface sediment + modern;Pond;several;;Ecdr-Cs_Dckwdpnd;Ecuador-Coastal;;;1;0;0;0;
430;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Esmeraldas Lake;surface sediment + modern;Lake;several;;Ecdr-Cs_EsmrldsL;Ecuador-Coastal;-1,067;-79,233;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
431;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Dos Hermanos;surface sediment + modern;Pond;several;;Ecdr-Cs_DosHrmns;Ecuador-Coastal;-0,783;-79,917;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
432;Ecuador-Coastal;Ecuador;Steinitz-Kannan;1980;Waterfall pond;surface sediment + modern;Pond;several;;Ecdr-Cs_Wtrfllpn;Ecuador-Coastal;-0,367;-78,833;1;0;0;0;
433;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Caimancocha;surface sediment + modern;Lake;several;;Ecdr-Am_Caimncch;Ecuador-Amazonia;0,008;-76,211;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
434;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Macurococha;surface sediment + modern;Lake;several;;Ecdr-Am_Macurcch;Ecuador-Amazonia;0,002;-76,215;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
435;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Cuyabeno;surface sediment + modern;Lake;several;;Ecdr-Am_Cuyabeno;Ecuador-Amazonia;-0,013;-76,179;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
436;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Mateococha;surface sediment + modern;Lake;several;;Ecdr-Am_Mateocch;Ecuador-Amazonia;-0,015;-76,217;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
437;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Santa Cecilia;surface sediment + modern;Lake;several;;Ecdr-Am_SantCecl;Ecuador-Amazonia;0,066;-77,004;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
438;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Petroleo P.;surface sediment + modern;Pond;several;;Ecdr-Am_PetrolP.;Ecuador-Amazonia;-0,099;-76,88;1;0;0;0;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
439;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Texaco Pond;surface sediment + modern;Pond;several;;Ecdr-Am_TexacPnd;Ecuador-Amazonia;-0,083;-76,883;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
440;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;L. Agrio;surface sediment + modern;Lake;several;;Ecdr-Am_L. Agrio;Ecuador-Amazonia;0,113;-76,913;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
441;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Limoncocha;surface sediment + modern;Lake;several;;Ecdr-Am_Limnncch;Ecuador-Amazonia;-0,399;-76,614;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
442;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Mandicocha;surface sediment + modern;Lake;several;;Ecdr-Am_Mandicch;Ecuador-Amazonia;-0,473;-76,46;0;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
443;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Taracoa;surface sediment + modern;Lake;several;;Ecdr-Am_Taracoa;Ecuador-Amazonia;-0,465;-76,759;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
444;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Garzacocha;surface sediment + modern;Lake;several;;Ecdr-Am_Garzacch;Ecuador-Amazonia;-0,500232;-76,370802;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
445;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Zancudococha;surface sediment + modern;Lake;several;;Ecdr-Am_Zancdcch;Ecuador-Amazonia;-0,603;-75,483;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
446;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Añangucocha;surface sediment + modern;Lake;several;;Ecdr-Am_Añangcch;Ecuador-Amazonia;-0,525;-76,437;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
447;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Pecari;surface sediment + modern;Lake;several;;Ecdr-Am_Pecari;Ecuador-Amazonia;-1,532;-77,997;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
448;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Puyo;surface sediment + modern;Pond;several;;Ecdr-Am_Puyo;Ecuador-Amazonia;-1,546;-78,004;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
449;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;Ayauchi;surface sediment + modern;Lake;several;;Ecdr-Am_Ayauchi;Ecuador-Amazonia;-2,083;-78,017;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
450;Ecuador-Amazonia;Ecuador;Steinitz-Kannan;1980;L. Kumpak;surface sediment + modern;Lake;several;;Ecdr-Am_L.Kumpak;Ecuador-Amazonia;-3,045;-78,035;1;0;0;1;"Composite counts from mud, periphyton and sediment surface; Pres/abs diatom data"
451;Sehuencas-EasternAndes;Bolivia;Morales;2007;Ibirizu River;modern;River;epilithic;;Shnc-WA_IbirzRvr;Sehuencas-WesternAndes;-17,497;-65,273;1;0;0;1;Morales et al 2009
452;Sehuencas-EasternAndes;Bolivia;Morales;2007;Stream 1;modern;River;epilithic;;Shnc-WA_Stream 1;Sehuencas-WesternAndes;-17,527;-65,27;1;0;0;1;Morales et al 2009
453;Sehuencas-EasternAndes;Bolivia;Morales;2007;Stream 2;modern;River;epilithic;;Shnc-WA_Stream 2;Sehuencas-WesternAndes;;;1;0;0;1;Morales et al 2009
454;Sehuencas-EasternAndes;Bolivia;Morales;2007;Sehuencas River;modern;River;epilithic;;Shnc-WA_ShncsRvr;Sehuencas-WesternAndes;-17,543;-65,269;1;0;0;1;Morales et al 2009
455;Sehuencas-EasternAndes;Bolivia;Morales;2007;Stream 4;modern;River;epilithic;;Shnc-WA_Stream 4;Sehuencas-WesternAndes;-17,553;-65,27;1;0;0;1;Morales et al 2009
456;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 29;modern;River;epilithic;;Srt-WsA_Stream29;Sorata-WesternAndes;-15,7;-68,6;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2005"
457;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 30;modern;River;epilithic;;Srt-WsA_Stream30;Sorata-WesternAndes;-15,7;-68,6;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2006"
458;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 32;modern;River;epilithic;;Srt-WsA_Stream32;Sorata-WesternAndes;-15,75;-68,65;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2008"
459;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 31;modern;River;epilithic;;Srt-WsA_Stream31;Sorata-WesternAndes;-15,75;-68,634;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2007"
460;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 28;modern;River;epilithic;;Srt-WsA_Stream28;Sorata-WesternAndes;-15,751;-68,635;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2004"
461;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 27;modern;River;epilithic;;Srt-WsA_Stream27;Sorata-WesternAndes;-15,769;-68,652;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2003"
462;Sorata-EasternAndes;Bolivia;Morales;2007;Stream 33;modern;River;epilithic;;Srt-WsA_Stream33;Sorata-WesternAndes;-15,851;-68,635;1;0;0;1;"Morales et al. 2007; env data McClintic et al 2009"
463;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Canapa;surface sediment;Lake;epipelon;CAN4;Vldr-SL_Canapa;Sud Lipez;-21,505;-68,01;1;0;0;1;Servant-Vildary et al 2010
464;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Chulluncani;surface sediment;Lake;epipelon;CHU4;Vldr-SL_Chullncn1;Sud Lipez;-21,547;-67,879;1;0;0;1;Servant-Vildary et al 2012
465;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Hedionda;surface sediment;Lake;epipelon;HED4;Vldr-SL_Hedionda;Sud Lipez;-21,571;-68,052;1;0;0;1;Servant-Vildary et al 2005
466;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Chiar Kkota;surface sediment;Lake;epipelon;CHI5;Vldr-SL_ChiarKkt;Sud Lipez;-21,583;-68,067;1;0;0;1;Servant-Vildary et al 2009
467;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pujio;surface sediment;Lake;epipelon;PJ30;Vldr-SL_Pujio;Sud Lipez;-21,62;-68,062;1;0;0;1;Servant-Vildary et al 2006
468;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Honda;surface sediment;Lake;epipelon;HON4;Vldr-SL_Honda;Sud Lipez;-21,619;-68,065;1;0;0;1;Servant-Vildary et al 2008
469;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Ballivian;surface sediment;Lake;epipelon;BA67;Vldr-SL_Ballivin;Sud Lipez;-21,633;-68,083;1;0;0;1;Servant-Vildary et al 2002
470;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Ramaditas;surface sediment;Lake;epipelon;RAM6;Vldr-SL_Ramadits;Sud Lipez;-21,643;-68,079;1;0;0;1;Servant-Vildary et al 2003
471;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG70;Vldr-SL_PstsGrnd1;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2016
472;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Cachi;surface sediment;Lake;epipelon;CL20;Vldr-SL_Cachi;Sud Lipez;-21,729;-67,942;1;0;0;1;Servant-Vildary et al 2011
473;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Colorada;surface sediment;Lake;epipelon;CD24;Vldr-SL_LagnClrd1;Sud Lipez;-22,183;-67,783;1;0;0;1;Servant-Vildary et al 2014
474;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Chulluncani;surface sediment;Lake;epipelon;CHU9;Vldr-SL_Chullncn2;Sud Lipez;-21,548;-67,878;1;0;0;1;Servant-Vildary et al 2013
475;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Puripica;surface sediment;Lake;epipelon;PUR2;Vldr-SL_Puripica;Sud Lipez;-22,517;-67,5;1;0;0;1;Servant-Vildary et al 2007
476;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Colorada;surface sediment;Lake;epipelon;CD16;Vldr-SL_LagnClrd2;Sud Lipez;-22,183;-67,783;1;0;0;1;Servant-Vildary et al 2015
477;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Laguna Verde;surface sediment;Lake;epipelon;VER5;Vldr-SL_LagunVrd;Sud Lipez;-22,8;-67,8;1;0;0;1;Servant-Vildary et al 2004
478;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG23;Vldr-SL_PstsGrnd2;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2017
479;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG41;Vldr-SL_PstsGrnd3;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2018
480;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG43;Vldr-SL_PstsGrnd4;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2019
481;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG45;Vldr-SL_PstsGrnd5;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2020
482;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG47;Vldr-SL_PstsGrnd6;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2021
483;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG72;Vldr-SL_PstsGrnd7;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2022
484;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG73;Vldr-SL_PstsGrnd8;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2023
485;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG76;Vldr-SL_PstsGrnd9;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2024
486;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG74;Vldr-SL_PstsGrnd10;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2025
487;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG78;Vldr-SL_PstsGrnd11;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2026
488;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG82;Vldr-SL_PstsGrnd12;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2027
489;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG84;Vldr-SL_PstsGrnd13;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2028
490;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;PG97;Vldr-SL_PstsGrnd14;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2029
491;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;P114;Vldr-SL_PstsGrnd15;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2030
492;Vildary-Sud Lipez;Bolivia;Servant-Vildary;2002;Pastos Grandes;surface sediment;Lake;epipelon;P116;Vldr-SL_PstsGrnd16;Sud Lipez;-21,65;-67,783;1;0;0;1;Servant-Vildary et al 2031
493;Colombia-Andes-Central;Colombia;M.I. Velez;2013;Belmira;modern;Lake;epilithic;Belmira stones;Clm-A-C_Belmir-1;Colombia-Andes-Central;6,638;-75,657;0;0;0;1;
494;Colombia-Andes-Central;Colombia;M.I. Velez;2013;Belmira;surface sediment;Lake;epipelon;Belmira sediment central;Clm-A-C_Belmir-2;Colombia-Andes-Central;6,638;-75,657;0;0;0;1;
495;Colombia-Andes-Central;Colombia;M.I. Velez;2013;Belmira;modern;Lake;phytoplankton;Belmira plankton-littoral;Clm-A-C_Belmir-3;Colombia-Andes-Central;6,638;-75,657;0;0;0;1;
496;Colombia-Andes-Central;Colombia;M.I. Velez;2001;Guarne;surface sediment;Lake;epipelon;Guarne sediment;Clm-A-C_Guarne-1;Colombia-Andes-Central;6,272;-75,524;1;0;0;1;
497;Colombia-Andes-Central;Colombia;M.I. Velez;2001;Guarne;modern;Lake;phytoplankton;Guarne plankton central;Clm-A-C_Guarne-2;Colombia-Andes-Central;6,272;-75,524;1;0;0;1;
498;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Cucunoba;modern;Lake;periphyton;Cucunuba plants;Clm-A-E_Cucunb-1;Colombia-Andes-Eastern;5,285;-73,782;1;0;0;1;nutrients and chl data averaged (n=3 samples June 1999)
499;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Cucunoba;modern;Lake;phytoplankton;Cucunuba planktonic littoral;Clm-A-E_Cucunb-2;Colombia-Andes-Eastern;5,28;-73,78;1;0;0;1;nutrients and chl data averaged (n=3 samples June 1999)
500;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Verjon;modern;Lake;periphyton;El Verjon Plants;Clm-A-E_Verjon-1;Colombia-Andes-Eastern;4,561;-74,022;1;0;0;1;
501;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Verjon;modern;Lake;phytoplankton;El Verjon Plankton-Littoral;Clm-A-E_Verjon-2;Colombia-Andes-Eastern;4,561;-74,022;1;0;0;1;
502;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Verjon;surface sediment;Lake;epipelon;El Verjon sediment littoral;Clm-A-E_Verjon-3;Colombia-Andes-Eastern;4,561;-74,022;1;0;0;1;
503;Colombia-Andes-Eastern;Colombia;M.I. Velez;2001;Herrera;modern;Lake;periphyton;La Herrera Plankton;Clm-A-E_Herrer-1;Colombia-Andes-Eastern;4,69;-74,27;1;0;0;1;nutrients and chl data averaged (n=4 samples December 1999)
