id,lat,long,SiteName,Collection,Substrate,Collector-Analyst,SampleType,Habitat,Year,region
225,-10.856,-75.972,Yanacocha 3 spring,JuninPlain,water,Tapia,modern,Spring,1999,JuninPlain
226,-2.77,-79.161,Dos Chorreras,LacCore,,several,core top,Lake,1999,Ecuador-Andean
227,-18.192,-69.242,Laguna Seca,LacCore,,several,core top,Lake,1993,Chile-Andean
228,-18.192,-69.242,Laguna Seca,LacCore,,several,core top,Lake,1993,Chile-Andean
229,-22.303,-65.993,Laguna de los Pozuelos,LacCore,,several,core top,Lake,2006,Argentina-Andean
230,-22.305,-66.02,Laguna de los Pozuelos,LacCore,,several,core top,Lake,2006,Argentina-Andean
231,-22.333,-66.001,Laguna de los Pozuelos,LacCore,,several,core top,Lake,2006,Argentina-Andean
232,-23.73,-67.77,Laguna Miscanti,LacCore,,several,core top,Lake,1993,Chile-Andean
233,-23.73,-67.77,Laguna Miscanti,LacCore,,several,core top,Lake,1993,Chile-Andean
234,-27.46,-69.23,Laguna del Negro Francisco,LacCore,,several,core top,Lake,1993,Chile-Andean
235,-27.46,-69.23,Laguna del Negro Francisco,LacCore,,several,core top,Lake,1993,Chile-Andean
236,-23.858,-64.438,Laguna La Brea,LacCore,,several,core top,Lake,2006,Argentina-Andean
237,-26.563,-59.416,Laguna Tita Moreno,LacCore,,several,core top,Lake,2007,Argentina-Andean
238,-17.769,-57.712,Lagoon Gaiba,LacCore,,several,core top,Lake,2009,Pantanal
239,-17.769,-57.728,Lagoon Gaiba,LacCore,,several,core top,Lake,2005,Pantanal
240,-54.651,-67.803,Laguna Bombilla,LacCore,,several,core top,Lake,2005,Tierra del Fuego
241,-54.628,-67.246,Aguas Blancas,LacCore,,several,core top,Lake,2005,Tierra del Fuego
242,-54.522,-66.283,unnamed lake,LacCore,,several,core top,Lake,2005,Tierra del Fuego
243,-50.976,-72.749,Laguna Amarga,LacCore,,several,core top,Lake,2005,Tierra del Fuego
244,-18.252,-69.163,Chungara,Lauca Basin (Chungara),,Fritz-Spanbauer,core top,Lake,2014,Lauca Basin
245,-18.252,-69.163,Chungara,Lauca Basin (Chungara),,Fritz-Spanbauer,core top,Lake,2014,Lauca Basin
246,-18.252,-69.163,Chungara,Lauca Basin (Chungara),,Fritz-Spanbauer,core top,Lake,2014,Lauca Basin
247,-18.207,-69.271,Cota Vinto,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
248,-18.207,-69.271,Cota Vinto,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
249,-18.207,-69.271,Cota Vinto,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
250,-18.205,-69.222,Cotacotani,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
251,-18.201,-69.219,Cotacotani,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
252,-18.194,-69.214,Cotacotani,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
253,-18.193,-69.211,Cotacotani,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
254,-18.193,-69.211,Cotacotani,Lauca Basin,periphyton,Fritz-Spanbauer,modern,Lake,2014,Lauca Basin
255,-14.874,-64.865,Lagoon Suarez,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
256,-14.686,-64.767,Lagoon Cernandez,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
257,-14.986,-64.809,Lagoon Azul,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
258,-14.502,-64.869,Lagoon Coitarama,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
259,-14.454,-64.854,Lagoon Belen,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
260,-14.303,-63.403,Lagoon Huachi,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
261,-14.759,-64.953,Lagoon Lomo Suarez,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
262,-14.87,-64.976,Lagoon Puente de Ibare,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
263,-14.988,-65.657,Lagoon Isireri,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
264,-14.88,-65.027,Lagoon Los Puentes,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2006,Bolivia-Beni
265,-18.1,-57.55,Lagoon Mandiore,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2001,Pantanal
266,-17.783,-57.717,Lagoon Gaiba,Mayle-BeniPantanal,epipelon,Mayle,surface sediment,Lake,2001,Pantanal
267,-2.843,-79.146,Llaviucu,Smol-MicheluttiEcuador,,Smol-Michelutti,core top,Lake,,
268,-2.782,-79.209,Patoquinuas,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
269,-2.76,-79.236,Fondococha,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
270,-2.78,-79.224,Toreadora,Smol-MicheluttiEcuador,,Smol-Michelutti,core top,Lake,,
271,-2.78,-79.231,Illincocha,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
272,-2.887,-79.297,Lagunas de Napale,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
273,-2.793,-79.245,Cajas Pond 1,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
274,-2.793,-79.245,Larga,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
275,-2.793,-79.246,Lado de Larga,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
276,-2.784,-79.243,Negra-Cajas,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
277,-2.781,-79.22,Apicocha,Smol-MicheluttiEcuador,epipelon,Smol-Michelutti,surface sediment,Lake,2014,Ecuador-Andean
278,-2.77,-79.16,Dos Chorreras,Smol-MicheluttiEcuador,,Smol-Michelutti,core top,Lake,2015,Ecuador-Andean
279,-16.222,-69.147,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
280,-16.222,-69.147,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
281,-16.187,-69.163,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
282,-16.187,-69.163,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
283,-15.259,-69.211,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
284,-15.259,-69.211,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
285,-15.532,-69.619,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
286,-15.532,-69.619,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
287,-15.374,-69.068,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
288,-15.374,-69.068,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
289,-15.826,-69.755,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
290,-15.826,-69.753,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
291,-16.043,-69.32,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
292,-16.043,-69.32,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1996,Titicaca-lake
293,-15.827,-69.749,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
294,-15.916,-69.656,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
295,-15.916,-69.656,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
296,-15.916,-69.656,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
297,-15.842,-69.605,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
298,-15.843,-69.605,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
299,-15.843,-69.605,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
300,-15.655,-69.521,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
301,-15.655,-69.521,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
302,-15.655,-69.521,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
303,-15.52,-69.507,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
304,-15.529,-69.533,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
305,-15.547,-69.564,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
306,-15.564,-69.651,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
307,-15.578,-69.668,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
308,-15.593,-69.722,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
309,-15.78,-69.57,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
310,-15.939,-69.429,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
311,-16.131,-69.315,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
312,-16.131,-69.315,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
313,-16.131,-69.315,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
314,-15.999,-69.437,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
315,-15.999,-69.437,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
316,-16,-69.419,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
317,-15.989,-69.379,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
318,-15.951,-69.267,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
319,-16.033,-69.115,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
320,-16.033,-69.115,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
321,-16.207,-68.685,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1997,Titicaca-lake
322,-16.092,-69.176,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
323,-16.175,-69.178,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
324,-16.248,-69.137,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
325,-16.243,-69.141,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
326,-16.181,-69.177,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
327,-15.957,-69.439,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
328,-15.807,-69.702,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
329,-15.775,-69.867,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
330,-16.197,-68.859,Titicaca-lake,Titicaca,phytoplankton,Tapia-Fritz,modern,Lake,1998,Titicaca-lake
331,-15.888,-69.769,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
332,-15.887,-69.767,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
333,-15.885,-69.766,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
334,-15.885,-69.766,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
335,-15.885,-69.766,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
336,-15.884,-69.765,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
337,-15.878,-69.759,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
338,-15.873,-69.758,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
339,-15.947,-69.562,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
340,-15.947,-69.562,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
341,-15.934,-69.566,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
342,-15.93,-69.559,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
343,-15.917,-69.555,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
344,-15.906,-69.553,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
345,-16.033,-69.115,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1997,Titicaca-lake
346,-16.092,-69.176,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
347,-16.176,-69.178,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
348,-16.146,-69.153,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
349,-16.138,-69.154,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
350,-16.134,-69.155,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
351,-16.203,-69.11,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
352,-16.206,-69.112,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
353,-15.966,-69.385,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
354,-15.957,-69.439,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
355,-15.807,-69.702,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
356,-15.775,-69.867,Titicaca-lake,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1998,Titicaca-lake
357,-16.226,-69.111,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
358,-16.225,-69.115,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
359,-16.223,-69.121,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
360,-16.221,-69.124,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
361,-16.219,-69.129,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
362,-16.217,-69.136,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
363,-16.215,-69.141,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
364,-16.213,-69.147,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
365,-16.21,-69.153,Yunguyo Bay,Titicaca,epipelon,Tapia-Fritz,surface sediment,Lake,1992,Titicaca-lake
366,-16.214,-68.688,Huatajata,Titicaca-watershed,periphyton,Tapia-Fritz,modern,Lake,1998,Titicaca-watershed
367,-16.214,-68.688,Huatajata,Titicaca-watershed,periphyton,Tapia-Fritz,modern,Lake,1998,Titicaca-watershed
368,-16.214,-68.688,Huatajata,Titicaca-watershed,periphyton,Tapia-Fritz,modern,Lake,1998,Titicaca-watershed
369,-16.094,-69.635,Ilave River,Titicaca-watershed,periphyton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
370,-15.656,-69.13,Suches River,Titicaca-watershed,periphyton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
371,-15.656,-69.13,Suches River,Titicaca-watershed,periphyton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
372,-15.656,-69.13,Suches River,Titicaca-watershed,periphyton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
373,-15.656,-69.13,Suches River,Titicaca-watershed,periphyton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
374,-16.002,-69.171,Isla del Sol,Titicaca-watershed,epilithic,Tapia-Fritz,modern,Spring,1998,Titicaca-watershed
375,-16.094,-69.635,Ilave River,Titicaca-watershed,phytoplankton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
376,-16.094,-69.635,Ilave River,Titicaca-watershed,phytoplankton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
377,-15.656,-69.13,Suches River,Titicaca-watershed,phytoplankton,Tapia-Fritz,modern,River,1998,Titicaca-watershed
378,-13.398,-72.126,Cusco-PLS-2,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
379,-13.403,-71.693,Cusco-PLS-13,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
380,-13.416,-72.046,Cusco-PLS-1,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
381,-13.621,-71.721,Cusco-PLS-11,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
382,-13.859,-70.253,Cusco-PLS-5,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
383,-13.863,-70.307,Cusco-PLS-7,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
384,-13.906,-70.301,Cusco-PLS-8,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
385,-13.916,-70.866,Cusco-CH1,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
386,-13.929,-70.311,Cusco-PLS-6,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
387,-13.944,-70.903,Cusco-DP1,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
388,-13.945,-70.875,Cusco-YC1,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
389,-13.948,-70.901,Cusco-IA1,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
390,-14.125,-71.463,Cusco-PLS-12,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
391,-14.585,-71.722,Cusco-PLS-3,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
392,-14.59,-71.706,Cusco-PLS-4,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
393,-14.727,-70.499,Cusco-PLS-9,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
394,-15.086,-70.936,Cusco-PLS-10,Cusco,epipelon,Tapia,surface sediment,Lake,2011,Cusco
395,-2.781,-79.22,Apicocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
396,-2.794,-79.218,Illincocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
397,-2.781,-79.224,Toreadora,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
398,0.129,-78.254,Huarmicocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
399,0.138,-78.266,Caricocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
400,-0.641,-78.498,Limpiopungo,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
401,-0.856,-78.902,Quilotoa,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
402,0.117,-77.965,San Marcos,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
403,-0.379,-78.16,Papallacta,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
404,-1.483,-78.25,Pucacocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
405,0.124,-78.251,Yanacocha,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
406,-1.501,-78.704,Cochabamba,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
407,-1.096,-78.341,Anteojos,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
408,-2.423,-78.86,Culebrillas,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
409,-0.774,-78.619,La Cienaga,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
410,-2.843,-79.146,Llaviucu,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
411,-1.085,-78.387,Pisayambo,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
412,-4.615,-79.417,Canar pond,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
413,-1.111,-78.37,Tambo,Ecuador-Andean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Andean
414,0.371,-78.102,Yahuarcocha,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
415,0.3,-78.367,Cuicocha,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
416,0.248,-78.479,Guangopolo,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
417,0.235,-78.09,Cunrro,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
418,0.217,-78.233,San Pablo,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
419,0.215,-78.087,Zuleta,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
420,-1.1,-78.589,Yambo,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
421,-1.333,-78.517,La Moya,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
422,-1.45,-78.733,Rumtum,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
423,-1.619,-78.634,San Antonio,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
424,-1.742,-78.756,Colta,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
425,-2.833,-78.802,Uzhupud,Ecuador-Interandean,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Interandean
426,-2.25,-80.067,San Geronimo,Ecuador-Coastal,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Coastal
427,-0.333,-79.083,Tinalandia,Ecuador-Coastal,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Coastal
430,-1.067,-79.233,Esmeraldas Lake,Ecuador-Coastal,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Coastal
431,-0.783,-79.917,Dos Hermanos,Ecuador-Coastal,epipelon,Steinitz-Kannan,surface sediment,Pond,1980,Ecuador-Coastal
432,-0.367,-78.833,Waterfall pond,Ecuador-Coastal,epipelon,Steinitz-Kannan,surface sediment,Pond,1980,Ecuador-Coastal
433,0.008,-76.211,Caimancocha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
434,0.002,-76.215,Macurococha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
435,-0.013,-76.179,Cuyabeno,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
436,-0.015,-76.217,Mateococha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
437,0.066,-77.004,Santa Cecilia,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
438,-0.099,-76.88,Petroleo P.,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Pond,1980,Ecuador-Amazonia
439,-0.083,-76.883,Texaco Pond,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Pond,1980,Ecuador-Amazonia
440,0.113,-76.913,L. Agrio,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
441,-0.399,-76.614,Limoncocha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
442,-0.473,-76.46,Mandicocha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
443,-0.465,-76.759,Taracoa,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
444,-0.500232,-76.370802,Garzacocha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
445,-0.603,-75.483,Zancudococha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
446,-0.525,-76.437,Anangucocha,Ecuador-Amazonia,epipelon,Steinitz-Kannan,surface sediment,Lake,1980,Ecuador-Amazonia
